Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,,,,
1996,Atlanta,United States of America,Latvia,0,0,0,0,4,1,5,2715340,55.169438,23.881275,122.7593352,,,,
1996,Atlanta,United States of America,Libya,0,0,0,0,4,0,4,627704,49.815273,6.129583,424.8286878,,,,
1996,Atlanta,United States of America,Lithuania,3,2,6,11,6,3,9,650846,22.210928,113.552971,921.8770646,,,,
1996,Atlanta,United States of America,Luxembourg,0,0,0,0,1,0,1,32436963,4.210484,101.975766,2.05526845,,,,
1996,Atlanta,United States of America,"Macao, China",0,0,0,0,1,0,1,1272140,-20.348404,57.552152,52.40513361,,,,
1996,Atlanta,United States of America,Malaysia,0,0,0,0,6,0,6,129166028,23.634501,-102.552784,3.096789506,,,,
1996,Atlanta,United States of America,Mauritius,0,0,0,0,2,0,2,4032294,47.411631,28.369885,33.06637198,,,,
1996,Atlanta,United States of America,Mexico,3,5,4,12,28,10,38,36985624,31.791702,-7.09262,68.49508158,,,,
1996,Atlanta,United States of America,Republic of Moldova,0,0,2,2,5,0,5,17141544,52.132633,5.291266,19.445934,,,,
1996,Atlanta,United States of America,Morocco,0,0,0,0,4,0,4,4829021,-40.900557,174.885971,55.22168296,,,,
1996,Atlanta,United States of America,Netherlands,17,11,17,45,73,33,106,206984347,9.081999,8.675277,34.141068,,,,
1996,Atlanta,United States of America,New Zealand,9,6,3,18,28,6,34,2083359,41.608635,21.745275,1087.986596,,,,
1996,Atlanta,United States of America,Nigeria,3,2,3,8,8,0,8,5428594,60.472024,8.468946,98.24520554,,,,
1996,Atlanta,United States of America,North Macedonia,0,0,0,0,1,0,1,5128058,21.512583,55.923255,13.00037298,,,,
1996,Atlanta,United States of America,Norway,9,7,4,20,35,7,42,221612785,30.375321,69.345116,12.63465012,,,,
1996,Atlanta,United States of America,Oman,0,0,0,0,3,0,3,4326296,8.537981,-80.782127,46.22892192,,,,
1996,Atlanta,United States of America,Pakistan,0,0,0,0,1,0,1,33050211,-9.189967,-75.015152,2.017132861,,,,
1996,Atlanta,United States of America,Panama,2,0,0,2,1,0,1,37839255,51.919438,19.145136,1.761838775,,,,
1996,Atlanta,United States of America,Peru,1,0,0,1,3,0,3,10191409,39.399872,-8.224454,19.62437186,,,,
1996,Atlanta,United States of America,Poland,13,14,8,35,49,12,61,2846860,18.220833,-66.590149,1428.474413,,,,
1996,Atlanta,United States of America,Portugal,6,4,4,14,29,6,35,2889284,25.354826,51.183884,807.5818553,,,,
1996,Atlanta,United States of America,Puerto Rico,0,0,0,0,3,2,5,19214608,45.943161,24.96676,17.34791224,,,,
1996,Atlanta,United States of America,Qatar,0,0,0,0,1,0,1,145945524,61.52401,105.318756,0.456791444,,,,
1996,Atlanta,United States of America,Romania,0,0,0,0,1,0,1,34905942,23.885942,45.079162,1.909894501,,,,
1996,Atlanta,United States of America,Russian Federation,9,7,11,27,60,10,70,8004158,8.460555,-11.779889,583.0303033,,,,
1996,Atlanta,United States of America,Saudi Arabia,0,0,0,0,2,0,2,5858322,1.352083,103.819836,22.75964574,,,,
1996,Atlanta,United States of America,Serbia and Montenegro,0,0,0,0,3,1,4,5460109,48.669026,19.699024,48.83907385,,,,
1996,Atlanta,United States of America,Sierra Leone,0,0,0,0,1,0,1,2078989,46.151241,14.995463,32.0668684,,,,
1996,Atlanta,United States of America,Singapore,0,0,0,0,1,2,3,59436725,-30.559482,22.937506,3.36492295,,,,
1996,Atlanta,United States of America,Slovakia,2,4,5,11,23,5,28,46757980,40.463667,-3.74922,39.92188428,,,,
1996,Atlanta,United States of America,Slovenia,0,2,3,5,13,1,14,21428970,7.873054,80.771797,43.55474544,,,,
1996,Atlanta,United States of America,South Africa,10,8,10,28,29,11,40,10110233,60.128161,18.643501,263.7591702,,,,
1996,Atlanta,United States of America,Spain,39,31,36,106,146,50,196,8665615,46.818188,8.227512,1507.875283,,,,
1996,Atlanta,United States of America,Sri Lanka,0,0,0,0,1,0,1,17500658,34.8149,39.0465,3.809380577,,,,
1996,Atlanta,United States of America,Sweden,12,14,11,37,83,27,110,69830779,15.870032,100.992541,105.0157744,,,,
1996,Atlanta,United States of America,Switzerland,9,6,6,21,36,9,45,11839918,33.886917,9.537499,253.3801332,,,,
1996,Atlanta,United States of America,Syrian Arab Republic,0,0,0,0,2,0,2,45974931,1.373333,32.290275,2.900131233,,,,
1996,Atlanta,United States of America,Thailand,0,0,2,2,7,0,7,43686577,48.379433,31.16558,10.68215225,,,,
1996,Atlanta,United States of America,Tunisia,0,2,0,2,2,1,3,9910892,23.424076,53.847818,20.17981833,,,,
1996,Atlanta,United States of America,Uganda,0,0,0,0,1,0,1,331341050,37.09024,-95.712891,0.201202558,,,,
1996,Atlanta,United States of America,Ukraine,1,4,2,7,25,5,30,3475842,-32.522779,-55.765835,575.4001476,,,,
1996,Atlanta,United States of America,United Arab Emirates,0,0,0,0,5,0,5,28421581,6.42375,-66.58973,11.72817703,,,,
1996,Atlanta,United States of America,United States of America,46,46,65,157,239,89,328,23528230,14.48329,121.02138,929.3800114,,,,
1996,Atlanta,United States of America,Uruguay,0,0,1,1,1,0,1,18468257,-13.133897,27.849332,3.609797431,,,,
1996,Atlanta,United States of America,Venezuela,0,0,0,0,4,0,4,14899771,-19.015438,29.154857,17.89736679,,,,
1996,Atlanta,United States of America,Yugoslavia,2,2,0,4,5,1,6,43984569,28.033886,1.659626,9.094098433,,,,
1996,Atlanta,United States of America,Zambia,0,0,0,0,1,0,1,33032075,-11.202692,17.873887,2.018240352,,,,
1996,Atlanta,United States of America,Zimbabwe,0,0,0,0,2,0,2,45267449,-38.416097,-63.616672,2.945457194,,,,
2000,Sydney,Australia,Algeria,3,0,0,3,7,1,8,2964219,40.069099,45.038189,179.9237281,,,,
2000,Sydney,Australia,Angola,0,0,0,0,1,0,1,25550683,-25.274398,133.775136,2.609193135,,,,
2000,Sydney,Australia,Argentina,0,2,3,5,31,12,43,9015361,47.516231,14.550072,317.9758045,,,,
2000,Sydney,Australia,Armenia,0,0,0,0,4,0,4,10154978,40.143105,47.576927,26.2596991,,,,
2000,Sydney,Australia,Australia,63,39,47,149,193,93,286,1711057,25.930414,50.637772,11143.20953,,,,
2000,Sydney,Australia,Austria,2,7,6,15,47,5,52,287437,13.193887,-59.543198,12060.61386,,,,
2000,Sydney,Australia,Azerbaijan,0,1,0,1,6,1,7,9448772,53.709807,27.953389,49.38913402,,,,
2000,Sydney,Australia,Bahrain,0,1,1,2,3,0,3,11598451,50.503887,4.469936,17.24368194,,,,
2000,Sydney,Australia,Barbados,0,0,0,0,1,0,1,12175480,9.30769,2.315834,5.475485703,,,,
2000,Sydney,Australia,Belarus,5,8,10,23,15,7,22,62237,32.321384,-64.75737,23565.83169,,,,
2000,Sydney,Australia,Belgium,1,4,4,9,25,5,30,3277152,43.915886,17.679076,610.2860044,,,,
2000,Sydney,Australia,Benin,0,0,0,0,1,0,1,212821986,-14.235004,-51.92528,0.313250844,,,,
2000,Sydney,Australia,Bermuda,0,0,0,0,1,1,2,6939018,42.733883,25.48583,19.21501477,,,,
2000,Sydney,Australia,Bosnia and Herzegovina,0,1,0,1,13,0,13,20997293,12.238333,-1.561593,41.27516183,,,,
2000,Sydney,Australia,Brazil,6,10,6,22,52,11,63,16758448,12.565679,104.990963,250.6198665,,,,
2000,Sydney,Australia,Bulgaria,1,0,0,1,3,1,4,37799407,56.130366,-106.346771,7.054784396,,,,
2000,Sydney,Australia,Burkina Faso,0,0,0,0,1,0,1,19144605,-35.675147,-71.542969,3.482269113,,,,
2000,Sydney,Australia,Cambodia,0,0,0,0,11,0,11,331341050,37.09024,-95.712891,2.213228133,,,,
2000,Sydney,Australia,Canada,38,33,25,96,112,53,165,23816775,25.105497,121.597366,461.8593407,,,,
2000,Sydney,Australia,Chile,0,0,0,0,4,0,4,50976248,4.570868,-74.297333,5.231194471,,,,
2000,Sydney,Australia,People's Republic of China,34,22,17,73,54,33,87,5102158,9.748917,-83.753428,1136.773891,,,,
2000,Sydney,Australia,Chinese Taipei,1,2,4,7,17,8,25,26486282,7.539989,-5.54708,62.92565588,,,,
2000,Sydney,Australia,Colombia,0,0,0,0,3,0,3,4100719,45.1,15.2,48.77193487,,,,
2000,Sydney,Australia,Costa Rica,0,0,0,0,1,0,1,11325391,21.521757,-77.781167,5.88647815,,,,
2000,Sydney,Australia,Côte d'Ivoire,1,0,1,2,2,0,2,1208886,35.126413,33.429859,110.2943812,,,,
2000,Sydney,Australia,Croatia,0,0,0,0,10,5,15,10712481,49.817492,15.472962,93.34905705,,,,
2000,Sydney,Australia,Cuba,4,2,2,8,9,1,10,5795780,56.26392,9.501785,115.0262202,,,,
2000,Sydney,Australia,Cyprus,0,0,0,0,3,1,4,17688599,-1.831239,-78.183406,15.07562395,,,,
2000,Sydney,Australia,Czech Republic,15,15,13,43,41,16,57,102659126,26.820553,30.802498,37.01570574,,,,
2000,Sydney,Australia,Denmark,8,8,14,30,26,12,38,6491923,13.794185,-88.89653,390.2284937,,,,
2000,Sydney,Australia,Ecuador,0,0,0,0,2,1,3,1326693,58.595272,25.013607,150.7507766,,,,
2000,Sydney,Australia,Egypt,6,12,10,28,33,12,45,48678,61.892635,-6.911806,61629.48354,,,,
2000,Sydney,Australia,El Salvador,0,0,0,0,0,1,1,897573,-16.578193,179.414413,74.27436728,,,,
2000,Sydney,Australia,Estonia,1,1,3,5,4,6,10,5542237,61.92411,25.748151,120.2883721,,,,
2000,Sydney,Australia,Faroe Islands,0,3,1,4,0,2,2,65298930,46.227638,2.213749,2.041891549,,,,
2000,Sydney,Australia,Fiji,0,0,0,0,4,0,4,83830972,51.165691,10.451526,3.181004112,,,,
2000,Sydney,Australia,Finland,1,3,6,10,38,11,49,67948282,55.378051,-3.435973,48.07578015,,,,
2000,Sydney,Australia,France,30,28,28,86,116,30,146,10413936,39.074208,21.824312,934.6450116,,,,
2000,Sydney,Australia,Germany,16,41,38,95,181,69,250,9931333,15.199999,-86.241905,1678.190296,,,,
2000,Sydney,Australia,Great Britain,41,43,47,131,140,74,214,7507523,22.396428,114.109497,1900.316079,,,,
2000,Sydney,Australia,Greece,4,4,3,11,41,3,44,9655983,47.162494,19.503304,303.7840201,,,,
2000,Sydney,Australia,Honduras,0,0,0,0,1,0,1,341628,64.963051,-19.020835,195.1440358,,,,
2000,Sydney,Australia,"Hong Kong, China",8,3,7,18,22,6,28,1382345085,20.593684,78.96288,1.350362284,,,,
2000,Sydney,Australia,Hungary,4,5,14,23,41,13,54,274021604,-0.789275,113.921327,13.13765027,,,,
2000,Sydney,Australia,Iceland,2,0,2,4,5,1,6,84176929,32.427908,53.688046,4.751895855,,,,
2000,Sydney,Australia,India,0,0,0,0,4,0,4,40372771,33.223191,43.679291,6.605111813,,,,
2000,Sydney,Australia,Individual Paralympic Athletes,0,0,0,0,2,0,2,4947267,53.41291,-8.24389,26.9509071,,,,
2000,Sydney,Australia,Indonesia,0,0,0,0,4,0,4,8678517,31.046051,34.851612,30.72721603,,,,
2000,Sydney,Australia,Islamic Republic of Iran,12,4,7,23,36,4,40,60446035,41.87194,12.56738,44.11648616,,,,
2000,Sydney,Australia,Iraq,0,0,0,0,3,0,3,2963429,18.109581,-77.297508,67.48938476,,,,
2000,Sydney,Australia,Ireland,5,3,1,9,23,15,38,126407422,36.204824,138.252924,20.04101732,,,,
2000,Sydney,Australia,Israel,3,2,1,6,31,2,33,10220604,30.585164,36.238414,215.2514665,,,,
2000,Sydney,Australia,Italy,9,8,10,27,50,16,66,18815231,48.019573,66.923684,233.8530949,,,,
2000,Sydney,Australia,Jamaica,0,0,0,0,3,2,5,53968739,-0.023559,37.906193,6.176415079,,,,
2000,Sydney,Australia,Japan,13,17,11,41,111,40,151,51276977,35.907757,127.766922,196.3194255,,,,
2000,Sydney,Australia,Jordan,1,0,0,1,5,2,7,4281320,29.31166,47.481766,109.0006509,,,,
2000,Sydney,Australia,Kazakhstan,0,0,0,0,2,0,2,6542426,41.20438,74.766098,20.37979999,,,,
2000,Sydney,Australia,Kenya,1,1,2,4,8,5,13,7293542,19.85627,102.495496,118.826582,,,,
2000,Sydney,Australia,Republic of Korea,18,7,7,32,82,7,89,1882408,56.879635,24.603189,3151.991138,,,,
2000,Sydney,Australia,Kuwait,0,1,4,5,22,4,26,6819976,33.854721,35.862285,254.1553421,,,,
2000,Sydney,Australia,Kyrgyzstan,0,0,0,0,2,0,2,2145194,-29.609988,28.233608,62.15444073,,,,
2000,Sydney,Australia,Lao People's Democratic Republic,0,0,0,0,1,1,2,6887247,26.3351,17.228331,19.35945282,,,,
2000,Sydney,Australia,Latvia,0,0,3,3,4,1,5,2715340,55.169438,23.881275,122.7593352,,,,
2000,Sydney,Australia,Lebanon,0,0,0,0,2,0,2,650846,22.210928,113.552971,204.8615699,,,,
2000,Sydney,Australia,Lesotho,0,0,0,0,1,1,2,27808395,-18.766947,46.869107,4.794715169,,,,
2000,Sydney,Australia,Libya,0,0,1,1,16,1,17,32436963,4.210484,101.975766,34.93956365,,,,
2000,Sydney,Australia,Lithuania,0,2,1,3,14,3,17,20346106,17.570692,-3.996166,55.70271448,,,,
2000,Sydney,Australia,"Macao, China",0,0,0,0,1,1,2,4669775,21.00789,-10.940835,28.55241063,,,,
2000,Sydney,Australia,Madagascar,0,0,0,0,1,0,1,129166028,23.634501,-102.552784,0.516131584,,,,
2000,Sydney,Australia,Malaysia,0,0,0,0,8,2,10,4032294,47.411631,28.369885,165.3318599,,,,
2000,Sydney,Australia,Mali,0,0,0,0,1,0,1,3287242,46.862496,103.846656,20.28042556,,,,
2000,Sydney,Australia,Mauritania,0,0,0,0,1,1,2,36985624,31.791702,-7.09262,3.605004294,,,,
2000,Sydney,Australia,Mexico,10,12,12,34,48,29,77,17141544,52.132633,5.291266,299.4673836,,,,
2000,Sydney,Australia,Republic of Moldova,0,0,0,0,6,0,6,4829021,-40.900557,174.885971,82.83252444,,,,
2000,Sydney,Australia,Mongolia,0,0,0,0,2,0,2,206984347,9.081999,8.675277,0.644171094,,,,
2000,Sydney,Australia,Morocco,0,0,0,0,5,2,7,2083359,41.608635,21.745275,223.9972404,,,,
2000,Sydney,Australia,Netherlands,12,9,9,30,68,33,101,5428594,60.472024,8.468946,1240.34572,,,,
2000,Sydney,Australia,New Zealand,6,8,4,18,36,6,42,5128058,21.512583,55.923255,546.0156652,,,,
2000,Sydney,Australia,Nigeria,7,1,5,13,18,11,29,221612785,30.375321,69.345116,8.723925081,,,,
2000,Sydney,Australia,North Macedonia,0,0,0,0,2,0,2,5121112,31.952162,35.233154,26.03601197,,,,
2000,Sydney,Australia,Norway,2,6,7,15,26,13,39,4326296,8.537981,-80.782127,600.975985,,,,
2000,Sydney,Australia,Oman,0,0,0,0,3,0,3,8975531,-6.314993,143.95555,22.28280422,,,,
2000,Sydney,Australia,Pakistan,0,0,0,0,1,0,1,33050211,-9.189967,-75.015152,2.017132861,,,,
2000,Sydney,Australia,Palestine,0,0,1,1,1,1,2,109830324,12.879721,121.774017,1.213993809,,,,
2000,Sydney,Australia,Panama,0,1,1,2,1,0,1,37839255,51.919438,19.145136,1.761838775,,,,
2000,Sydney,Australia,Papua New Guinea,0,0,0,0,3,0,3,10191409,39.399872,-8.224454,19.62437186,,,,
2000,Sydney,Australia,Peru,1,1,0,2,3,1,4,2846860,18.220833,-66.590149,93.67045329,,,,
2000,Sydney,Australia,Philippines,0,0,1,1,1,1,2,2889284,25.354826,51.183884,46.14753459,,,,
2000,Sydney,Australia,Poland,19,22,12,53,86,27,113,19214608,45.943161,24.96676,392.0628167,,,,
2000,Sydney,Australia,Portugal,6,5,4,15,45,7,52,145945524,61.52401,105.318756,23.75315509,,,,
2000,Sydney,Australia,Puerto Rico,0,0,1,1,1,2,3,13005303,-1.940278,29.873888,15.3783422,,,,
2000,Sydney,Australia,Qatar,0,0,0,0,3,0,3,198643,-13.759029,-172.104629,1006.831351,,,,
2000,Sydney,Australia,Romania,0,0,0,0,1,0,1,34905942,23.885942,45.079162,1.909894501,,,,
2000,Sydney,Australia,Russian Federation,12,11,12,35,69,20,89,5858322,1.352083,103.819836,1012.804235,,,,
2000,Sydney,Australia,Rwanda,0,0,0,0,1,0,1,5460109,48.669026,19.699024,12.20976846,,,,
2000,Sydney,Australia,Samoa,0,0,0,0,1,0,1,2078989,46.151241,14.995463,32.0668684,,,,
2000,Sydney,Australia,Saudi Arabia,0,0,0,0,4,0,4,59436725,-30.559482,22.937506,4.486563933,,,,
2000,Sydney,Australia,Serbia and Montenegro,0,0,0,0,3,1,4,46757980,40.463667,-3.74922,5.703126326,,,,
2000,Sydney,Australia,Singapore,0,0,0,0,1,2,3,21428970,7.873054,80.771797,9.333159737,,,,
2000,Sydney,Australia,Slovakia,3,5,5,13,34,11,45,10110233,60.128161,18.643501,296.7290665,,,,
2000,Sydney,Australia,Slovenia,0,2,2,4,15,2,17,8665615,46.818188,8.227512,130.785101,,,,
2000,Sydney,Australia,South Africa,13,12,13,38,50,16,66,17500658,34.8149,39.0465,251.4191181,,,,
2000,Sydney,Australia,Spain,38,30,38,106,157,52,209,69830779,15.870032,100.992541,199.5299714,,,,
2000,Sydney,Australia,Sri Lanka,0,0,0,0,3,0,3,105901,-21.178986,-175.198242,1888.556293,,,,
2000,Sydney,Australia,Sweden,5,6,10,21,70,17,87,11839918,33.886917,9.537499,489.8682575,,,,
2000,Sydney,Australia,Switzerland,8,4,8,20,44,9,53,84495243,38.963745,35.243322,41.81694978,,,,
2000,Sydney,Australia,Syrian Arab Republic,0,0,0,0,3,1,4,6046292,38.969719,59.556278,44.1041661,,,,
2000,Sydney,Australia,Thailand,5,4,2,11,35,6,41,45974931,1.373333,32.290275,59.45269028,,,,
2000,Sydney,Australia,Tonga,0,0,0,0,0,1,1,43686577,48.379433,31.16558,1.52602175,,,,
2000,Sydney,Australia,Tunisia,6,4,1,11,8,2,10,9910892,23.424076,53.847818,67.26606108,,,,
2000,Sydney,Australia,Turkey,0,0,0,0,1,0,1,331341050,37.09024,-95.712891,0.201202558,,,,
2000,Sydney,Australia,Turkmenistan,0,0,0,0,1,0,1,3475842,-32.522779,-55.765835,19.18000492,,,,
2000,Sydney,Australia,Uganda,0,0,0,0,0,1,1,308337,-15.376706,166.959158,216.213645,,,,
2000,Sydney,Australia,Ukraine,3,20,14,37,49,18,67,28421581,6.42375,-66.58973,157.1575722,,,,
2000,Sydney,Australia,United Arab Emirates,0,3,1,4,14,0,14,97490013,14.058324,108.277199,9.573630207,,,,
2000,Sydney,Australia,United States of America,36,39,34,109,181,86,267,23528230,14.48329,121.02138,756.5379971,,,,
2000,Sydney,Australia,Uruguay,0,0,0,0,1,1,2,18468257,-13.133897,27.849332,7.219594861,,,,
2000,Sydney,Australia,Vanuatu,0,0,0,0,1,1,2,14899771,-19.015438,29.154857,8.948683395,,,,
2000,Sydney,Australia,Venezuela,0,0,1,1,8,2,10,39074280,33.93911,67.709953,17.06152146,,,,
2000,Sydney,Australia,Vietnam,0,0,0,0,1,1,2,43984569,28.033886,1.659626,3.031366144,,,,
2000,Sydney,Australia,Yugoslavia,0,1,0,1,2,0,2,33032075,-11.202692,17.873887,4.036480703,,,,
2000,Sydney,Australia,Zambia,0,0,0,0,1,1,2,45267449,-38.416097,-63.616672,2.945457194,,,,
2000,Sydney,Australia,Zimbabwe,1,0,0,1,2,1,3,2964219,40.069099,45.038189,67.47139803,,,,
2004,Athens,Greece,Afghanistan,0,0,0,0,1,2,3,25550683,-25.274398,133.775136,7.827579404,,,,
2004,Athens,Greece,Algeria,6,2,5,13,14,4,18,9015361,47.516231,14.550072,133.1061507,,,,
2004,Athens,Greece,Angola,3,0,0,3,3,1,4,10154978,40.143105,47.576927,26.2596991,,,,
2004,Athens,Greece,Argentina,0,2,2,4,42,11,53,1711057,25.930414,50.637772,2065.000367,,,,
2004,Athens,Greece,Armenia,0,0,0,0,1,1,2,164972348,23.684994,90.356331,0.808216255,,,,
2004,Athens,Greece,Australia,26,39,36,101,89,56,145,287437,13.193887,-59.543198,33630.55788,,,,
2004,Athens,Greece,Austria,8,10,4,22,40,4,44,9448772,53.709807,27.953389,310.4459853,,,,
2004,Athens,Greece,Azerbaijan,2,1,1,4,8,1,9,11598451,50.503887,4.469936,51.73104581,,,,
2004,Athens,Greece,Bahrain,0,1,0,1,5,0,5,12175480,9.30769,2.315834,27.37742851,,,,
2004,Athens,Greece,Bangladesh,0,0,0,0,1,0,1,62237,32.321384,-64.75737,1071.174168,,,,
2004,Athens,Greece,Barbados,0,0,0,0,1,0,1,3277152,43.915886,17.679076,20.34286681,,,,
2004,Athens,Greece,Belarus,10,12,7,29,19,11,30,2359585,-22.328474,24.684866,847.6066766,,,,
2004,Athens,Greece,Belgium,3,2,2,7,24,1,25,212821986,-14.235004,-51.92528,7.831271092,,,,
2004,Athens,Greece,Benin,0,0,0,0,1,1,2,6939018,42.733883,25.48583,19.21501477,,,,
2004,Athens,Greece,Bermuda,0,0,0,0,0,2,2,16758448,12.565679,104.990963,7.956186237,,,,
2004,Athens,Greece,Bosnia and Herzegovina,1,0,0,1,15,0,15,37799407,56.130366,-106.346771,26.45544148,,,,
2004,Athens,Greece,Botswana,1,0,0,1,0,1,1,549935,16.002082,-24.013197,121.226448,,,,
2004,Athens,Greece,Brazil,14,12,7,33,72,22,94,4843954,6.611111,20.939444,1293.708955,,,,
2004,Athens,Greece,Bulgaria,0,0,0,0,6,3,9,19144605,-35.675147,-71.542969,31.34042201,,,,
2004,Athens,Greece,Cambodia,0,0,0,0,1,1,2,331341050,37.09024,-95.712891,0.402405115,,,,
2004,Athens,Greece,Canada,28,19,25,72,89,53,142,23816775,25.105497,121.597366,397.4789478,,,,
2004,Athens,Greece,Cape Verde,0,0,0,0,2,1,3,50976248,4.570868,-74.297333,3.923395853,,,,
2004,Athens,Greece,Central African Republic,0,0,0,0,1,0,1,5102158,9.748917,-83.753428,13.06636656,,,,
2004,Athens,Greece,Chile,0,0,0,0,4,0,4,26486282,7.539989,-5.54708,10.06810494,,,,
2004,Athens,Greece,People's Republic of China,63,46,32,141,108,89,197,4100719,45.1,15.2,3202.69039,,,,
2004,Athens,Greece,Chinese Taipei,2,2,2,6,15,10,25,11325391,21.521757,-77.781167,147.1619538,,,,
2004,Athens,Greece,Colombia,0,0,0,0,4,1,5,1208886,35.126413,33.429859,275.735953,,,,
2004,Athens,Greece,Costa Rica,0,0,0,0,1,0,1,10712481,49.817492,15.472962,6.22327047,,,,
2004,Athens,Greece,Côte d'Ivoire,0,0,0,0,2,0,2,5795780,56.26392,9.501785,23.00524405,,,,
2004,Athens,Greece,Croatia,0,0,4,4,12,5,17,10866667,18.735693,-70.162651,104.2944753,,,,
2004,Athens,Greece,Cuba,2,2,7,11,19,5,24,17688599,-1.831239,-78.183406,90.45374368,,,,
2004,Athens,Greece,Cyprus,1,0,0,1,2,3,5,102659126,26.820553,30.802498,3.246991732,,,,
2004,Athens,Greece,Czech Republic,16,8,7,31,45,20,65,6491923,13.794185,-88.89653,667.4961076,,,,
2004,Athens,Greece,Denmark,5,3,7,15,22,10,32,1326693,58.595272,25.013607,1608.008283,,,,
2004,Athens,Greece,Dominican Republic,0,0,0,0,1,1,2,115434444,9.145,40.489673,1.155056747,,,,
2004,Athens,Greece,Ecuador,0,0,0,0,3,1,4,48678,61.892635,-6.911806,5478.176315,,,,
2004,Athens,Greece,Egypt,6,9,8,23,36,10,46,897573,-16.578193,179.414413,3416.620895,,,,
2004,Athens,Greece,El Salvador,0,0,0,0,1,1,2,5542237,61.92411,25.748151,24.05767443,,,,
2004,Athens,Greece,Estonia,0,1,0,1,4,2,6,65298930,46.227638,2.213749,6.125674647,,,,
2004,Athens,Greece,Ethiopia,0,0,0,0,1,0,1,83830972,51.165691,10.451526,0.795251028,,,,
2004,Athens,Greece,Faroe Islands,0,0,1,1,0,1,1,31181428,7.946527,-1.023194,2.13802481,,,,
2004,Athens,Greece,Fiji,0,0,0,0,1,1,2,67948282,55.378051,-3.435973,1.962276741,,,,
2004,Athens,Greece,Finland,4,1,3,8,31,23,54,10413936,39.074208,21.824312,345.6906207,,,,
2004,Athens,Greece,France,18,26,30,74,102,30,132,17971382,15.783471,-90.230759,489.6674057,,,,
2004,Athens,Greece,Germany,19,28,31,78,138,70,208,13191279,9.945587,-9.696645,1051.199559,,,,
2004,Athens,Greece,Ghana,0,0,0,0,2,1,3,9931333,15.199999,-86.241905,20.13828355,,,,
2004,Athens,Greece,Great Britain,35,30,29,94,99,65,164,7507523,22.396428,114.109497,1456.316995,,,,
2004,Athens,Greece,Greece,3,13,4,20,104,17,121,9655983,47.162494,19.503304,835.4060552,,,,
2004,Athens,Greece,Guatemala,0,0,0,0,1,1,2,341628,64.963051,-19.020835,390.2880716,,,,
2004,Athens,Greece,Guinea,0,0,0,0,1,0,1,1382345085,20.593684,78.96288,0.048227224,,,,
2004,Athens,Greece,Honduras,0,0,0,0,1,1,2,274021604,-0.789275,113.921327,0.48657964,,,,
2004,Athens,Greece,"Hong Kong, China",11,7,1,19,15,9,24,84176929,32.427908,53.688046,19.00758342,,,,
2004,Athens,Greece,Hungary,1,8,10,19,25,12,37,40372771,33.223191,43.679291,61.09728427,,,,
2004,Athens,Greece,Iceland,1,3,0,4,2,1,3,4947267,53.41291,-8.24389,40.42636066,,,,
2004,Athens,Greece,India,1,0,1,2,11,1,12,8678517,31.046051,34.851612,92.18164809,,,,
2004,Athens,Greece,Indonesia,0,0,0,0,3,0,3,60446035,41.87194,12.56738,3.308736462,,,,
2004,Athens,Greece,Islamic Republic of Iran,6,3,13,22,83,6,89,2963429,18.109581,-77.297508,2002.185081,,,,
2004,Athens,Greece,Iraq,1,0,1,2,8,0,8,126407422,36.204824,138.252924,4.21916154,,,,
2004,Athens,Greece,Ireland,0,3,1,4,32,8,40,10220604,30.585164,36.238414,260.9108685,,,,
2004,Athens,Greece,Israel,4,4,5,13,21,3,24,18815231,48.019573,66.923684,85.03748904,,,,
2004,Athens,Greece,Italy,4,8,7,19,61,14,75,53968739,-0.023559,37.906193,92.64622618,,,,
2004,Athens,Greece,Jamaica,1,0,1,2,2,2,4,51276977,35.907757,127.766922,5.200514583,,,,
2004,Athens,Greece,Japan,17,15,20,52,106,54,160,4281320,29.31166,47.481766,2491.443449,,,,
2004,Athens,Greece,Jordan,0,1,1,2,5,5,10,6542426,41.20438,74.766098,101.899,,,,
2004,Athens,Greece,Kazakhstan,0,0,0,0,6,2,8,1882408,56.879635,24.603189,283.3250461,,,,
2004,Athens,Greece,Kenya,3,1,3,7,8,8,16,2145194,-29.609988,28.233608,497.2355259,,,,
2004,Athens,Greece,Republic of Korea,11,11,6,28,70,10,80,6887247,26.3351,17.228331,774.3781127,,,,
2004,Athens,Greece,Kuwait,1,2,3,6,13,1,14,38147,47.166,9.555373,24466.7558,,,,
2004,Athens,Greece,Kyrgyzstan,0,0,0,0,3,0,3,2715340,55.169438,23.881275,73.65560114,,,,
2004,Athens,Greece,Latvia,1,1,1,3,3,4,7,650846,22.210928,113.552971,717.0154947,,,,
2004,Athens,Greece,Lesotho,0,0,0,0,1,1,2,32436963,4.210484,101.975766,4.1105369,,,,
2004,Athens,Greece,Libya,0,0,0,0,1,1,2,4669775,21.00789,-10.940835,28.55241063,,,,
2004,Athens,Greece,Liechtenstein,0,0,0,0,1,0,1,1272140,-20.348404,57.552152,52.40513361,,,,
2004,Athens,Greece,Lithuania,1,1,5,7,16,4,20,129166028,23.634501,-102.552784,10.32263169,,,,
2004,Athens,Greece,"Macao, China",0,0,0,0,1,0,1,4032294,47.411631,28.369885,16.53318599,,,,
