Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,,,,
2012,London,Great Britain,Saudi Arabia,0,1,0,1,4,0,4,2078989,46.151241,14.995463,128.2674736,,,,
2012,London,Great Britain,Senegal,0,0,0,0,1,0,1,689671,-9.64571,160.156194,96.66444822,,,,
2012,London,Great Britain,Serbia,2,3,0,5,9,4,13,59436725,-30.559482,22.937506,14.58133278,,,,
2012,London,Great Britain,Sierra Leone,0,0,0,0,1,0,1,46757980,40.463667,-3.74922,1.425781581,,,,
2012,London,Great Britain,Singapore,0,1,1,2,2,6,8,21428970,7.873054,80.771797,24.88842596,,,,
2012,London,Great Britain,Slovakia,2,1,3,6,25,8,33,587541,3.919305,-56.027783,3744.419538,,,,
2012,London,Great Britain,Slovenia,0,1,0,1,7,15,22,10110233,60.128161,18.643501,145.0675436,,,,
2012,London,Great Britain,Solomon Islands,0,0,0,0,0,1,1,8665615,46.818188,8.227512,7.693241238,,,,
2012,London,Great Britain,South Africa,8,12,9,29,44,18,62,17500658,34.8149,39.0465,236.1815958,,,,
2012,London,Great Britain,Spain,8,18,16,42,98,29,127,9573310,38.861034,71.276093,884.4032698,,,,
2012,London,Great Britain,Sri Lanka,0,0,1,1,6,1,7,60012400,-6.369028,34.888822,7.776170702,,,,
2012,London,Great Britain,Suriname,0,0,0,0,1,0,1,69830779,15.870032,100.992541,0.954688858,,,,
2012,London,Great Britain,Sweden,4,4,4,12,40,19,59,1322667,-8.874217,125.727539,2973.789573,,,,
2012,London,Great Britain,Switzerland,3,6,4,13,15,10,25,105901,-21.178986,-175.198242,15737.96911,,,,
2012,London,Great Britain,Syrian Arab Republic,0,0,0,0,3,2,5,1400283,10.691803,-61.222503,238.0471186,,,,
2012,London,Great Britain,Tajikistan,0,0,0,0,1,0,1,11839918,33.886917,9.537499,5.630669627,,,,
2012,London,Great Britain,Tanzania,0,0,0,0,1,0,1,84495243,38.963745,35.243322,0.788999052,,,,
2012,London,Great Britain,Thailand,4,2,2,8,38,11,49,6046292,38.969719,59.556278,540.2760347,,,,
2012,London,Great Britain,Timor-Leste,0,0,0,0,1,0,1,104398,18.420695,-64.639968,638.5818375,,,,
2012,London,Great Britain,Tonga,0,0,0,0,1,0,1,45974931,1.373333,32.290275,1.450065617,,,,
2012,London,Great Britain,Trinidad and Tobago,0,0,0,0,1,1,2,43686577,48.379433,31.16558,3.052043499,,,,
2012,London,Great Britain,Tunisia,9,5,5,19,18,13,31,9910892,23.424076,53.847818,208.5247894,,,,
2012,London,Great Britain,Turkey,1,5,4,10,46,21,67,331341050,37.09024,-95.712891,13.48057135,,,,
2012,London,Great Britain,Turkmenistan,0,0,0,0,3,2,5,3475842,-32.522779,-55.765835,95.90002461,,,,
2012,London,Great Britain,US Virgin Islands,0,0,0,0,0,1,1,33551824,41.377491,64.585262,1.986975929,,,,
2012,London,Great Britain,Uganda,0,0,0,0,1,1,2,308337,-15.376706,166.959158,432.4272901,,,,
2012,London,Great Britain,Ukraine,32,24,28,84,83,65,148,28421581,6.42375,-66.58973,347.15404,,,,
2012,London,Great Britain,United Arab Emirates,1,1,1,3,11,4,15,97490013,14.058324,108.277199,10.25746094,,,,
2012,London,Great Britain,United States of America,31,29,38,98,128,93,221,18468257,-13.133897,27.849332,797.7652322,,,,
2012,London,Great Britain,Uruguay,0,0,0,0,1,0,1,14899771,-19.015438,29.154857,4.474341697,,,,
2012,London,Great Britain,Uzbekistan,0,1,0,1,8,2,10,39074280,33.93911,67.709953,17.06152146,,,,
2012,London,Great Britain,Vanuatu,0,0,0,0,1,0,1,43984569,28.033886,1.659626,1.515683072,,,,
2012,London,Great Britain,Venezuela,0,0,2,2,21,6,27,33032075,-11.202692,17.873887,54.4924895,,,,
2012,London,Great Britain,Vietnam,0,0,0,0,6,5,11,45267449,-38.416097,-63.616672,16.20001457,,,,
2012,London,Great Britain,Zambia,0,0,0,0,1,1,2,2964219,40.069099,45.038189,44.98093202,,,,
2012,London,Great Britain,Zimbabwe,0,0,0,0,2,0,2,106845,12.52111,-69.968338,1247.913644,,,,
2016,Rio de Janeiro,Brazil,Afghanistan,0,0,0,0,1,0,1,25550683,-25.274398,133.775136,2.609193135,,,,
2016,Rio de Janeiro,Brazil,Algeria,4,5,7,16,34,26,60,9015361,47.516231,14.550072,443.687169,,,,
2016,Rio de Janeiro,Brazil,Angola,0,0,0,0,2,2,4,10154978,40.143105,47.576927,26.2596991,,,,
2016,Rio de Janeiro,Brazil,Argentina,1,1,3,5,56,26,82,1711057,25.930414,50.637772,3194.906229,,,,
2016,Rio de Janeiro,Brazil,Armenia,0,0,0,0,0,2,2,9448772,53.709807,27.953389,14.11118115,,,,
2016,Rio de Janeiro,Brazil,Aruba,0,0,0,0,1,0,1,11598451,50.503887,4.469936,5.747893979,,,,
2016,Rio de Janeiro,Brazil,Australia,22,30,29,81,101,69,170,12175480,9.30769,2.315834,930.8325695,,,,
2016,Rio de Janeiro,Brazil,Austria,1,4,4,9,21,6,27,62237,32.321384,-64.75737,28921.70252,,,,
2016,Rio de Janeiro,Brazil,Azerbaijan,1,8,2,11,18,5,23,3277152,43.915886,17.679076,467.8859367,,,,
2016,Rio de Janeiro,Brazil,Bahrain,1,0,0,1,0,2,2,2359585,-22.328474,24.684866,56.50711177,,,,
2016,Rio de Janeiro,Brazil,Belarus,8,0,2,10,10,10,20,212821986,-14.235004,-51.92528,6.265016873,,,,
2016,Rio de Janeiro,Brazil,Belgium,5,3,3,11,19,10,29,6939018,42.733883,25.48583,278.6177141,,,,
2016,Rio de Janeiro,Brazil,Benin,0,0,0,0,1,0,1,20997293,12.238333,-1.561593,3.175012449,,,,
2016,Rio de Janeiro,Brazil,Bermuda,0,0,0,0,0,2,2,11948454,-3.373056,29.918886,11.15904479,,,,
2016,Rio de Janeiro,Brazil,Bosnia and Herzegovina,0,1,0,1,13,1,14,16758448,12.565679,104.990963,55.69330366,,,,
2016,Rio de Janeiro,Brazil,Botswana,0,0,0,0,1,0,1,26655083,7.369722,12.354722,2.501086441,,,,
2016,Rio de Janeiro,Brazil,Brazil,14,29,29,72,184,102,286,37799407,56.130366,-106.346771,504.4170843,,,,
2016,Rio de Janeiro,Brazil,Bulgaria,1,0,0,1,4,3,7,549935,16.002082,-24.013197,848.5851358,,,,
2016,Rio de Janeiro,Brazil,Burkina Faso,0,0,0,0,1,0,1,4843954,6.611111,20.939444,13.76286122,,,,
2016,Rio de Janeiro,Brazil,Burundi,0,0,0,0,1,0,1,19144605,-35.675147,-71.542969,3.482269113,,,,
2016,Rio de Janeiro,Brazil,Cambodia,0,0,0,0,1,0,1,331341050,37.09024,-95.712891,0.201202558,,,,
2016,Rio de Janeiro,Brazil,Cameroon,0,0,0,0,1,0,1,23816775,25.105497,121.597366,2.79914752,,,,
2016,Rio de Janeiro,Brazil,Canada,8,10,11,29,80,73,153,50976248,4.570868,-74.297333,200.0931885,,,,
2016,Rio de Janeiro,Brazil,Cape Verde,0,0,1,1,2,0,2,5540555,#N/A,#N/A,24.06497785,,,,
2016,Rio de Janeiro,Brazil,Central African Republic,0,0,0,0,1,0,1,5102158,9.748917,-83.753428,13.06636656,,,,
2016,Rio de Janeiro,Brazil,Chile,0,0,0,0,7,8,15,26486282,7.539989,-5.54708,37.75539353,,,,
2016,Rio de Janeiro,Brazil,People's Republic of China,107,81,51,239,161,146,307,4100719,45.1,15.2,4990.994669,,,,
2016,Rio de Janeiro,Brazil,Chinese Taipei,0,1,1,2,5,8,13,11325391,21.521757,-77.781167,76.52421596,,,,
2016,Rio de Janeiro,Brazil,Colombia,2,5,10,17,26,13,39,1208886,35.126413,33.429859,2150.740434,,,,
2016,Rio de Janeiro,Brazil,Congo,0,0,0,0,1,0,1,10712481,49.817492,15.472962,6.22327047,,,,
2016,Rio de Janeiro,Brazil,Costa Rica,0,0,0,0,2,1,3,5795780,56.26392,9.501785,34.50786607,,,,
2016,Rio de Janeiro,Brazil,Côte d'Ivoire,0,1,0,1,3,2,5,10866667,18.735693,-70.162651,30.67484568,,,,
2016,Rio de Janeiro,Brazil,Croatia,2,2,1,5,12,7,19,90003954,-4.038333,21.758664,14.07345578,,,,
2016,Rio de Janeiro,Brazil,Cuba,8,1,6,15,16,6,22,17688599,-1.831239,-78.183406,82.91593171,,,,
2016,Rio de Janeiro,Brazil,Cyprus,0,0,0,0,1,1,2,102659126,26.820553,30.802498,1.298796693,,,,
2016,Rio de Janeiro,Brazil,Czech Republic,1,2,4,7,23,14,37,6491923,13.794185,-88.89653,379.9593228,,,,
2016,Rio de Janeiro,Brazil,Denmark,1,2,4,7,13,8,21,1326693,58.595272,25.013607,1055.255436,,,,
2016,Rio de Janeiro,Brazil,Dominican Republic,0,0,0,0,2,0,2,115434444,9.145,40.489673,1.155056747,,,,
2016,Rio de Janeiro,Brazil,DR Congo,0,0,0,0,1,1,2,48678,61.892635,-6.911806,2739.088158,,,,
2016,Rio de Janeiro,Brazil,Ecuador,0,0,0,0,4,1,5,897573,-16.578193,179.414413,371.3718364,,,,
2016,Rio de Janeiro,Brazil,Egypt,3,5,4,12,34,11,45,5542237,61.92411,25.748151,541.2976746,,,,
2016,Rio de Janeiro,Brazil,El Salvador,0,0,0,0,1,0,1,65298930,46.227638,2.213749,1.020945775,,,,
2016,Rio de Janeiro,Brazil,Estonia,0,0,0,0,2,4,6,2234448,-0.803689,11.609444,179.0151304,,,,
2016,Rio de Janeiro,Brazil,Ethiopia,0,1,0,1,4,1,5,2427782,13.443182,-15.310139,137.2995324,,,,
2016,Rio de Janeiro,Brazil,Faroe Islands,0,0,0,0,0,1,1,3987805,42.315407,43.356892,16.71763456,,,,
2016,Rio de Janeiro,Brazil,Fiji,0,0,0,0,1,1,2,83830972,51.165691,10.451526,1.590502056,,,,
2016,Rio de Janeiro,Brazil,Finland,1,1,1,3,19,7,26,31181428,7.946527,-1.023194,55.58864505,,,,
2016,Rio de Janeiro,Brazil,France,9,5,14,28,80,42,122,67948282,55.378051,-3.435973,119.6988812,,,,
2016,Rio de Janeiro,Brazil,Gabon,0,0,0,0,1,0,1,10413936,39.074208,21.824312,6.401678162,,,,
2016,Rio de Janeiro,Brazil,Gambia,0,0,0,0,1,0,1,17971382,15.783471,-90.230759,3.709601558,,,,
2016,Rio de Janeiro,Brazil,Georgia,1,0,0,1,3,2,5,13191279,9.945587,-9.696645,25.26922017,,,,
2016,Rio de Janeiro,Brazil,Germany,18,25,14,57,89,66,155,1975718,11.803749,-15.180413,5230.166113,,,,
2016,Rio de Janeiro,Brazil,Ghana,0,0,0,0,3,0,3,11426356,18.971187,-72.285215,17.50339303,,,,
2016,Rio de Janeiro,Brazil,Great Britain,64,39,44,147,151,100,251,9931333,15.199999,-86.241905,1684.903057,,,,
2016,Rio de Janeiro,Brazil,Greece,5,4,4,13,44,16,60,7507523,22.396428,114.109497,532.7989005,,,,
2016,Rio de Janeiro,Brazil,Guatemala,0,0,0,0,1,0,1,9655983,47.162494,19.503304,6.904182274,,,,
2016,Rio de Janeiro,Brazil,Guinea,0,0,0,0,1,0,1,341628,64.963051,-19.020835,195.1440358,,,,
2016,Rio de Janeiro,Brazil,Guinea-Bissau,0,0,0,0,1,0,1,1382345085,20.593684,78.96288,0.048227224,,,,
2016,Rio de Janeiro,Brazil,Haiti,0,0,0,0,1,0,1,274021604,-0.789275,113.921327,0.24328982,,,,
2016,Rio de Janeiro,Brazil,Honduras,0,0,0,0,2,0,2,84176929,32.427908,53.688046,1.583965285,,,,
2016,Rio de Janeiro,Brazil,"Hong Kong, China",2,2,2,6,9,15,24,40372771,33.223191,43.679291,39.63067088,,,,
2016,Rio de Janeiro,Brazil,Hungary,1,8,9,18,19,24,43,4947267,53.41291,-8.24389,579.4445027,,,,
2016,Rio de Janeiro,Brazil,Iceland,0,0,0,0,3,2,5,8678517,31.046051,34.851612,38.40902004,,,,
2016,Rio de Janeiro,Brazil,India,2,1,1,4,16,3,19,60446035,41.87194,12.56738,20.95533093,,,,
2016,Rio de Janeiro,Brazil,Individual Paralympic Athletes,0,0,0,0,2,0,2,2963429,18.109581,-77.297508,44.99292318,,,,
2016,Rio de Janeiro,Brazil,Indonesia,0,0,1,1,6,3,9,126407422,36.204824,138.252924,4.746556733,,,,
2016,Rio de Janeiro,Brazil,Islamic Republic of Iran,8,9,7,24,85,23,108,10220604,30.585164,36.238414,704.4593451,,,,
2016,Rio de Janeiro,Brazil,Iraq,2,3,0,5,12,2,14,18815231,48.019573,66.923684,49.60520194,,,,
2016,Rio de Janeiro,Brazil,Ireland,4,4,3,11,30,14,44,53968739,-0.023559,37.906193,54.35245269,,,,
2016,Rio de Janeiro,Brazil,Israel,0,0,3,3,17,16,33,51276977,35.907757,127.766922,42.90424531,,,,
2016,Rio de Janeiro,Brazil,Italy,10,14,15,39,60,40,100,25798588,40.339852,127.510093,258.4120754,,,,
2016,Rio de Janeiro,Brazil,Jamaica,0,0,0,0,2,1,3,4281320,29.31166,47.481766,46.71456467,,,,
2016,Rio de Janeiro,Brazil,Japan,0,10,14,24,86,46,132,6542426,41.20438,74.766098,1345.066799,,,,
2016,Rio de Janeiro,Brazil,Jordan,0,2,1,3,7,3,10,7293542,19.85627,102.495496,91.40506309,,,,
2016,Rio de Janeiro,Brazil,Kazakhstan,1,1,0,2,7,4,11,1882408,56.879635,24.603189,389.5719384,,,,
2016,Rio de Janeiro,Brazil,Kenya,3,1,2,6,7,2,9,2145194,-29.609988,28.233608,279.6949833,,,,
2016,Rio de Janeiro,Brazil,Republic of Korea,7,11,17,35,53,29,82,6887247,26.3351,17.228331,793.7375655,,,,
2016,Rio de Janeiro,Brazil,Korea DPR,0,0,0,0,1,1,2,2715340,55.169438,23.881275,49.10373409,,,,
2016,Rio de Janeiro,Brazil,Kuwait,1,0,0,1,6,0,6,627704,49.815273,6.129583,637.2430317,,,,
2016,Rio de Janeiro,Brazil,Kyrgyzstan,0,0,0,0,3,0,3,650846,22.210928,113.552971,307.2923549,,,,
2016,Rio de Janeiro,Brazil,Lao People's Democratic Republic,0,0,0,0,1,0,1,27808395,-18.766947,46.869107,2.397357585,,,,
2016,Rio de Janeiro,Brazil,Latvia,2,0,2,4,6,5,11,19211425,-13.254308,34.301525,38.17173028,,,,
2016,Rio de Janeiro,Brazil,Lesotho,0,0,0,0,1,1,2,32436963,4.210484,101.975766,4.1105369,,,,
2016,Rio de Janeiro,Brazil,Libya,0,0,0,0,1,2,3,20346106,17.570692,-3.996166,9.829890791,,,,
2016,Rio de Janeiro,Brazil,Lithuania,2,1,0,3,12,1,13,441750,35.937496,14.375416,1961.893982,,,,
2016,Rio de Janeiro,Brazil,Luxembourg,0,0,0,0,3,0,3,1272140,-20.348404,57.552152,157.2154008,,,,
2016,Rio de Janeiro,Brazil,"Macao, China",0,0,0,0,1,0,1,129166028,23.634501,-102.552784,0.516131584,,,,
2016,Rio de Janeiro,Brazil,Madagascar,0,0,0,0,1,0,1,4032294,47.411631,28.369885,16.53318599,,,,
2016,Rio de Janeiro,Brazil,Malawi,0,0,0,0,0,1,1,3287242,46.862496,103.846656,20.28042556,,,,
2016,Rio de Janeiro,Brazil,Malaysia,3,0,1,4,17,2,19,628080,42.708678,19.37439,2016.72823,,,,
2016,Rio de Janeiro,Brazil,Mali,0,0,0,0,1,1,2,36985624,31.791702,-7.09262,3.605004294,,,,
2016,Rio de Janeiro,Brazil,Malta,0,0,0,0,0,1,1,31398811,-18.665695,35.529562,2.123222649,,,,
2016,Rio de Janeiro,Brazil,Mauritius,0,0,0,0,1,1,2,54473253,21.913965,95.956223,2.447684432,,,,
2016,Rio de Janeiro,Brazil,Mexico,4,2,9,15,37,32,69,2548663,-22.95764,18.49041,1804.867886,,,,
2016,Rio de Janeiro,Brazil,Republic of Moldova,0,0,0,0,1,2,3,29225196,28.394857,84.124008,6.843410049,,,,
2016,Rio de Janeiro,Brazil,Mongolia,0,0,2,2,6,2,8,17141544,52.132633,5.291266,31.1134944,,,,
2016,Rio de Janeiro,Brazil,Montenegro,0,0,0,0,1,1,2,4829021,-40.900557,174.885971,27.61084148,,,,
2016,Rio de Janeiro,Brazil,Morocco,3,2,2,7,18,6,24,6638075,12.865416,-85.207229,241.0337334,,,,
2016,Rio de Janeiro,Brazil,Mozambique,0,0,1,1,0,1,1,24346468,17.607789,8.081666,2.738247974,,,,
2016,Rio de Janeiro,Brazil,Myanmar,0,0,0,0,2,0,2,206984347,9.081999,8.675277,0.644171094,,,,
2016,Rio de Janeiro,Brazil,Namibia,1,2,2,5,7,2,9,2083359,41.608635,21.745275,287.9964519,,,,
2016,Rio de Janeiro,Brazil,Nepal,0,0,0,0,1,1,2,5428594,60.472024,8.468946,24.56130139,,,,
2016,Rio de Janeiro,Brazil,Netherlands,17,19,26,62,58,62,120,5128058,21.512583,55.923255,1560.044758,,,,
2016,Rio de Janeiro,Brazil,New Zealand,9,5,7,21,17,12,29,221612785,30.375321,69.345116,8.723925081,,,,
2016,Rio de Janeiro,Brazil,Nicaragua,0,0,0,0,2,1,3,5121112,31.952162,35.233154,39.05401796,,,,
2016,Rio de Janeiro,Brazil,Niger,0,0,0,0,1,1,2,4326296,8.537981,-80.782127,30.81928128,,,,
2016,Rio de Janeiro,Brazil,Nigeria,8,2,2,12,9,13,22,8975531,-6.314993,143.95555,163.4072309,,,,
2016,Rio de Janeiro,Brazil,North Macedonia,0,0,0,0,1,1,2,33050211,-9.189967,-75.015152,4.034265722,,,,
2016,Rio de Janeiro,Brazil,Norway,3,2,3,8,12,13,25,109830324,12.879721,121.774017,15.17492261,,,,
2016,Rio de Janeiro,Brazil,Oman,0,0,0,0,1,1,2,37839255,51.919438,19.145136,3.52367755,,,,
2016,Rio de Janeiro,Brazil,Pakistan,0,0,1,1,1,0,1,10191409,39.399872,-8.224454,6.541457287,,,,
2016,Rio de Janeiro,Brazil,Palestine,0,0,0,0,1,0,1,2846860,18.220833,-66.590149,23.41761332,,,,
2016,Rio de Janeiro,Brazil,Panama,0,0,0,0,1,1,2,2889284,25.354826,51.183884,46.14753459,,,,
2016,Rio de Janeiro,Brazil,Papua New Guinea,0,0,0,0,1,1,2,19214608,45.943161,24.96676,6.939164896,,,,
2016,Rio de Janeiro,Brazil,Peru,0,0,0,0,5,1,6,13005303,-1.940278,29.873888,30.75668441,,,,
2016,Rio de Janeiro,Brazil,Philippines,0,0,1,1,3,2,5,198643,-13.759029,-172.104629,1678.052251,,,,
2016,Rio de Janeiro,Brazil,Poland,9,18,12,39,54,36,90,34905942,23.885942,45.079162,171.8905051,,,,
2016,Rio de Janeiro,Brazil,Portugal,0,0,4,4,25,12,37,16816539,14.497401,-14.452362,146.6809946,,,,
2016,Rio de Janeiro,Brazil,Puerto Rico,0,0,0,0,3,1,4,8731081,44.016521,21.005859,30.54222801,,,,
2016,Rio de Janeiro,Brazil,Qatar,0,2,0,2,2,1,3,98453,-4.679574,55.491977,2031.426163,,,,
2016,Rio de Janeiro,Brazil,Romania,0,0,1,1,9,3,12,8004158,8.460555,-11.779889,99.948052,,,,
2016,Rio de Janeiro,Brazil,Rwanda,0,0,0,0,1,12,13,5858322,1.352083,103.819836,147.9376973,,,,
2016,Rio de Janeiro,Brazil,Samoa,0,0,0,0,1,1,2,5460109,48.669026,19.699024,24.41953692,,,,
2016,Rio de Janeiro,Brazil,Sao Tome and Principe,0,0,0,0,1,0,1,2078989,46.151241,14.995463,32.0668684,,,,
2016,Rio de Janeiro,Brazil,Saudi Arabia,0,0,1,1,3,0,3,15965848,5.152149,46.199616,12.52673832,,,,
2016,Rio de Janeiro,Brazil,Senegal,0,0,0,0,1,1,2,59436725,-30.559482,22.937506,2.243281966,,,,
2016,Rio de Janeiro,Brazil,Serbia,3,2,4,9,13,3,16,46757980,40.463667,-3.74922,22.8125053,,,,
2016,Rio de Janeiro,Brazil,Seychelles,0,0,0,0,1,0,1,21428970,7.873054,80.771797,3.111053246,,,,
2016,Rio de Janeiro,Brazil,Sierra Leone,0,0,0,0,1,0,1,587541,3.919305,-56.027783,113.4672587,,,,
2016,Rio de Janeiro,Brazil,Singapore,2,0,1,3,4,9,13,10110233,60.128161,18.643501,85.72173032,,,,
2016,Rio de Janeiro,Brazil,Slovakia,5,3,3,11,21,7,28,8665615,46.818188,8.227512,215.4107547,,,,
2016,Rio de Janeiro,Brazil,Slovenia,1,1,0,2,7,1,8,17500658,34.8149,39.0465,30.47504461,,,,
2016,Rio de Janeiro,Brazil,Somalia,0,0,0,0,1,0,1,9573310,38.861034,71.276093,6.963805274,,,,
2016,Rio de Janeiro,Brazil,South Africa,7,6,4,17,26,18,44,60012400,-6.369028,34.888822,48.87878727,,,,
2016,Rio de Janeiro,Brazil,Spain,9,14,8,31,83,28,111,69830779,15.870032,100.992541,105.9704633,,,,
2016,Rio de Janeiro,Brazil,Sri Lanka,0,0,1,1,8,1,9,1322667,-8.874217,125.727539,453.6289179,,,,
2016,Rio de Janeiro,Brazil,Suriname,0,0,0,0,1,0,1,8310934,8.619543,0.824782,8.021561315,,,,
2016,Rio de Janeiro,Brazil,Sweden,1,4,5,10,39,18,57,105901,-21.178986,-175.198242,35882.56957,,,,
2016,Rio de Janeiro,Brazil,Switzerland,2,2,1,5,14,10,24,1400283,10.691803,-61.222503,1142.626169,,,,
2016,Rio de Janeiro,Brazil,Syrian Arab Republic,0,0,0,0,1,1,2,11839918,33.886917,9.537499,11.26133925,,,,
2016,Rio de Janeiro,Brazil,Tajikistan,0,0,0,0,1,0,1,84495243,38.963745,35.243322,0.788999052,,,,
2016,Rio de Janeiro,Brazil,Tanzania,0,0,0,0,1,0,1,6046292,38.969719,59.556278,11.02604153,,,,
2016,Rio de Janeiro,Brazil,Thailand,6,6,6,18,30,15,45,104398,18.420695,-64.639968,28736.18269,,,,
2016,Rio de Janeiro,Brazil,Timor-Leste,0,0,0,0,1,1,2,45974931,1.373333,32.290275,2.900131233,,,,
2016,Rio de Janeiro,Brazil,Togo,0,0,0,0,1,0,1,43686577,48.379433,31.16558,1.52602175,,,,
2016,Rio de Janeiro,Brazil,Tonga,0,0,0,0,1,1,2,9910892,23.424076,53.847818,13.45321222,,,,
2016,Rio de Janeiro,Brazil,Trinidad and Tobago,1,1,1,3,1,2,3,331341050,37.09024,-95.712891,0.603607673,,,,
2016,Rio de Janeiro,Brazil,Tunisia,7,6,6,19,14,17,31,3475842,-32.522779,-55.765835,594.5801526,,,,
2016,Rio de Janeiro,Brazil,Turkey,3,1,5,9,46,32,78,33551824,41.377491,64.585262,154.9841225,,,,
2016,Rio de Janeiro,Brazil,Turkmenistan,0,0,0,0,1,1,2,28421581,6.42375,-66.58973,4.69127081,,,,
2016,Rio de Janeiro,Brazil,US Virgin Islands,0,0,0,0,1,0,1,97490013,14.058324,108.277199,0.683830729,,,,
2016,Rio de Janeiro,Brazil,Uganda,0,1,0,1,1,0,1,14899771,-19.015438,29.154857,4.474341697,,,,
2016,Rio de Janeiro,Brazil,Ukraine,41,37,39,117,91,77,168,39074280,33.93911,67.709953,286.6335605,,,,
2016,Rio de Janeiro,Brazil,United Arab Emirates,2,4,1,7,12,6,18,43984569,28.033886,1.659626,27.2822953,,,,
2016,Rio de Janeiro,Brazil,United States of America,40,44,31,115,154,124,278,33032075,-11.202692,17.873887,561.0708178,,,,
2016,Rio de Janeiro,Brazil,Uruguay,0,0,0,0,3,1,4,45267449,-38.416097,-63.616672,5.890914389,,,,
2016,Rio de Janeiro,Brazil,Uzbekistan,8,6,17,31,22,10,32,2964219,40.069099,45.038189,719.6949123,,,,
2016,Rio de Janeiro,Brazil,Venezuela,0,3,3,6,16,8,24,106845,12.52111,-69.968338,14974.96373,,,,
2016,Rio de Janeiro,Brazil,Vietnam,1,1,2,4,7,4,11,25550683,-25.274398,133.775136,28.70112448,,,,
2016,Rio de Janeiro,Brazil,Zimbabwe,0,0,0,0,2,3,5,9015361,47.516231,14.550072,36.97393075,,,,
2020,Tokyo,Japan,Afghanistan,0,0,0,0,1,1,2,10154978,40.143105,47.576927,13.12984955,,,,
2020,Tokyo,Japan,Algeria,4,4,4,12,35,21,56,1711057,25.930414,50.637772,2181.88718,,,,
2020,Tokyo,Japan,Angola,0,0,0,0,1,1,2,287437,13.193887,-59.543198,463.8697639,,,,
2020,Tokyo,Japan,Argentina,0,5,4,9,40,19,59,9448772,53.709807,27.953389,416.2798439,,,,
2020,Tokyo,Japan,Armenia,0,0,0,0,1,0,1,11598451,50.503887,4.469936,5.747893979,,,,
2020,Tokyo,Japan,Aruba,0,0,0,0,1,0,1,12175480,9.30769,2.315834,5.475485703,,,,
2020,Tokyo,Japan,Australia,21,29,30,80,101,80,181,62237,32.321384,-64.75737,193882.5243,,,,
2020,Tokyo,Japan,Austria,1,5,3,9,18,7,25,773069,27.514162,90.433601,2155.909326,,,,
2020,Tokyo,Japan,Azerbaijan,14,1,4,19,24,12,36,3277152,43.915886,17.679076,732.3432053,,,,
2020,Tokyo,Japan,Bahrain,0,0,0,0,1,1,2,2359585,-22.328474,24.684866,56.50711177,,,,
2020,Tokyo,Japan,Barbados,0,0,0,0,1,0,1,212821986,-14.235004,-51.92528,0.313250844,,,,
2020,Tokyo,Japan,Belarus,5,1,1,7,12,7,19,6939018,42.733883,25.48583,182.5426403,,,,
2020,Tokyo,Japan,Belgium,4,3,8,15,25,9,34,20997293,12.238333,-1.561593,107.9504233,,,,
2020,Tokyo,Japan,Benin,0,0,0,0,1,1,2,11948454,-3.373056,29.918886,11.15904479,,,,
2020,Tokyo,Japan,Bermuda,0,0,0,0,0,1,1,16758448,12.565679,104.990963,3.978093119,,,,
2020,Tokyo,Japan,Bhutan,0,0,0,0,2,1,3,26655083,7.369722,12.354722,7.503259322,,,,
2020,Tokyo,Japan,Bosnia and Herzegovina,0,0,1,1,14,1,15,37799407,56.130366,-106.346771,26.45544148,,,,
2020,Tokyo,Japan,Botswana,0,0,0,0,1,1,2,549935,16.002082,-24.013197,242.4528959,,,,
2020,Tokyo,Japan,Brazil,22,20,30,72,145,96,241,4843954,6.611111,20.939444,3316.849554,,,,
2020,Tokyo,Japan,Bulgaria,0,2,0,2,2,2,4,19144605,-35.675147,-71.542969,13.92907645,,,,
2020,Tokyo,Japan,Burkina Faso,0,0,0,0,1,1,2,23816775,25.105497,121.597366,5.598295039,,,,
2020,Tokyo,Japan,Burundi,0,0,0,0,1,1,2,50976248,4.570868,-74.297333,2.615597235,,,,
2020,Tokyo,Japan,Cambodia,0,0,0,0,1,0,1,5540555,#N/A,#N/A,12.03248892,,,,
2020,Tokyo,Japan,Cameroon,0,0,0,0,1,2,3,5102158,9.748917,-83.753428,39.19909968,,,,
2020,Tokyo,Japan,Canada,5,10,6,21,57,72,129,26486282,7.539989,-5.54708,324.6963843,,,,
2020,Tokyo,Japan,Cape Verde,0,0,0,0,1,1,2,4100719,45.1,15.2,32.51462325,,,,
2020,Tokyo,Japan,Central African Republic,0,0,0,0,0,1,1,11325391,21.521757,-77.781167,5.88647815,,,,
2020,Tokyo,Japan,Chile,2,3,1,6,10,9,19,1208886,35.126413,33.429859,1047.796622,,,,
2020,Tokyo,Japan,Chinese Taipei,0,0,1,1,4,6,10,10712481,49.817492,15.472962,62.2327047,,,,
2020,Tokyo,Japan,Colombia,3,7,14,24,44,22,66,90003954,-4.038333,21.758664,48.88674113,,,,
2020,Tokyo,Japan,Congo,0,0,0,0,1,1,2,5795780,56.26392,9.501785,23.00524405,,,,
2020,Tokyo,Japan,Costa Rica,1,1,0,2,7,2,9,10866667,18.735693,-70.162651,55.21472223,,,,
2020,Tokyo,Japan,Côte d'Ivoire,0,0,0,0,2,1,3,17688599,-1.831239,-78.183406,11.30671796,,,,
